text,label,reasons
"""
Thank you for unblocking me. I feel a one month block without warning for """"repurposing/reposting others' talk page comments on different pages"""" (which in my view was just trying to keep discussion in one place) on a productive editor to be manifestly excessive, and I believe it should also be lifted or substantially reduced.  """,safe,[]
"Proposed Section Change 

The Concept section seems to me to be misnamed. It doesn't really explain the 'concept' it seems to really explain more the criticisms of FM methods. 

I propose that we 1 - create a section called Criticism or Treatments and move the bullet points there and 2 - Make the Concept section about the actual concept of FM",safe,[]
"Hey, what i DID WAS A MISTAKE, MY COMPUTER IS GLITCHING OUT AND U WIKI NERDS R LIEK FREEKING OUT. SO YEAH",toxic,['toxic']
"NOT VANDALISM, YOU F.U.C.K.I.N.G B.I.T.C.H!!!",toxic,"['toxic', 'obscene', 'insult']"
"""

 ''...I'd appreciate it if you could replace each link to an older Legend to the new one [see my above comment]. And, to put the legend parameter now also in all the non-EU countries...
 Sorry to overlook previously; I hope I found and updated them all. Yours,   """,safe,[]
"Oops 

I was moving images to the Commons, and deleting images here that exist on the Commons (in accordance with Talk:Wikimedia Commons), and I made a big mistake. I deleted Image:Buddhabrot-deep.jpg, which doesn't exist on the Commons. (The png version is still there.) I expect my talk page to be flooded with angry messages any minute now. Can you restore it please? I'll be much more careful in the future. –  (talk) (sleuth) 18:49, Feb 15, 2005 (UTC)",safe,[]
"""
PS. You watch that foul mouth of yours Madam. """"Innuendo"""" indeed. I've blocked for less. ;-)""",toxic,['insult']
"""

Thanks, Bish, but I won't see them. The latest pseudo-innocent machinating at ANI is the last straw. I've deliberated ignore it for days and when I come back to make a closing statement, she's straight in there with fabrications again. I've no idea how much long the project will put up with the """"playing dumb"""" act, especially through strategies such as multiple refactors of messages. Plenty of people realise that there is a problem and that it really isn't me but until the community wakes up and does some about it, I'm gone. You've just lost a 75% articlespace contributor to a 70% non-articlespace crapstirrer. Mail me when the community comes to its senses, please. And if it doesn't then I don't want to be a part of it anyway. I'm here to build and improve content, not create a utopia. -   """,safe,[]
"Our boss doesn't give a crap.  We're on facebook all day.  But seriously, it's that big of an issue, that you have to block out everyone? That seems a bit unreasonable.  Have a good day.",toxic,['toxic']
Are you suggesting that I should start ass kissing instead? Is that what will get me further?,toxic,"['toxic', 'obscene']"
"= Giambiville  

What the hell asshole?",toxic,"['toxic', 'obscene', 'insult']"
"ENOUGH! You don't own Wikipedia, so quit bothering me!",toxic,['toxic']
"3RR warning 

You have violated WP:3RR. Now, i guess you've decided to ignore my edit summaries, as i explicitly requested you take this issue up on the talk page of Russell Crowe before reverting furthur. But it seems you have decided it's your way or the highway. WP:FUTURE is an issue, yes, but for an actor's filmography, i don't think it works. If a film's date changes, change the date. If a film is cancelled, remove the film. So much easier than remove it altogether. I'm going to revert you again, and i expect you to finally go to the talk page.   16:15 20 December 2011 (UTC)",safe,[]
"..... 

getting on my nerves. windfall. behaving as if she did something.
the land has not be rescued for her to become a goddess.",safe,[]
"Revert pf Jack Thompson (Attorney) 

Why....................that guy sucks ass dude, and a gamer like yourslef must know that lol.If I wernt an IP id revert it lol.72.138.216.89   (Im not actully a bad person on wikis, Im an admin on sevral wikis on wikia, most notably wookieepedia and the WoW wiki, I just do this shit for fun, try it sometime LOL.",toxic,"['toxic', 'obscene']"
do not tell me to delete stuff you stinker!!!!!!!!!!!!!!!!!!!!!!!!!,toxic,"['toxic', 'insult']"
"OIH!` 

Why u delete my edit????

U idiot!~~ Explain..",toxic,"['toxic', 'insult']"
"""
No big; tempers flare and the """"Enter"""" button is dangerously big. (I usually reserve the term """"bitey"""" for violations of the """"Don't bite the noobs"""" rule, though.)   |  Talk """,safe,[]
"""

Did I mention """"FUCK YOU GEEK ASSHOLES""""?  Just checking""",toxic,"['toxic', 'obscene', 'insult']"
ps-thanks for the Cambodian emblem. It's too bad they took a beautiful design and used such ugly colors together. (,safe,[]
"Communists Appearing on Iranian TV + Are They Having A Laugh? 

That is the question. History students will know that Communists inspired the Iranian Revolution in 1979 and did the heavy lifting. They were then butchered by the Ayatollah and his followers. So, what kind of a Leftie would make an appearance on Press TV, which is run by the same Govt? Some kind of a Useful Idiot, that's who!",safe,[]
"racist reetards 

im sick of you racist reeetards who continue to distort your filthy british history, but those who matter know, we know tosser, we know",toxic,['toxic']
""":* It does not fall under links to be avoided.
1 Any site that does not provide a unique resource beyond what the article would contain if it became a Featured article.
 It has many resources that are not on Wikipedia.
2 Any site that misleads the reader by use of factually inaccurate material or unverifiable research. See Reliable sources.
 All the material sites sources.
3 Links mainly intended to promote a website.
 It is not a site made to promote other websites.  I look at it, and it shows very few ads when compared to a CNN.com, and it ask for donations, just like Wikipedia.
4 Links to sites that primarily exist to sell products or services. For example, instead of linking to a commercial bookstore site, use the """"ISBN"""" linking format, giving readers an opportunity to search a wide variety of free and non-free book sources.
 It doesn't like to sites that primarily exist to sell stuff.  It links mostly to news sites, like the Washington Post, MSNBC, and others.  It also links to sites like archive.org.
10 Links to social networking sites (such as MySpace), discussion forums or USENET.
 Were does it link to sites like this?
12 Links to open wikis, except those with a substantial history of stability and a substantial number of editors.
 Where does it link to these?
13 Sites that are only indirectly related to the article's subject: it should be a simple exercise to show how the link is directly and symmetrically related to the articles subject. This means that there is both a relation from the website to the subject of the article, and a relation from the subject of the article to the website. For example, the officially sanctioned online site of a rock band has a direct and symmetric relationship to that rock band, and thus should be linked from the rock band's Wikipedia article. An alternative site run by fans is not symmetrically related to the rock band, as the rock band has only indirect connections with that site.
As far as I can see, the site is directly related to the 9/11 attacks.  Hence the name, """"Complete 911 Timeline.""""— 
""",safe,[]
"THIS IS YOUR LAST WARNING 

You will be blocked for your protection of baby killing communists such as Barack Obama.",toxic,['toxic']
